id,name_en,name_ja,country,country_code,abbreviation,gender,birthday,pro_year,handedness,weight,height,highest_singles_ranking,highest_doubles_ranking,sport_category_id,created_at,updated_at
sr:competitor:156664,,"テ,リゲレ",中国,CHN,RIG,0,1997-10-09,,0,80,188,395,384,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:13:35.000000Z
sr:competitor:156826,,"van Wyk, Kris",南アフリカ,ZAF,VAN,0,1996-09-29,,,,,,,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:13:35.000000Z
sr:competitor:157150,,"ボスコヴィッチ,レア",クロアチア,HRV,BOS,1,1999-09-22,,0,,,210,215,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:13:35.000000Z
sr:competitor:157302,,"ワタヌキ,ヨウスケ",日本,JPN,WAT,0,1998-04-12,2016,0,63,180,72,374,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:13:35.000000Z
sr:competitor:15733,,"錦織 圭",日本,JPN,NIS,0,1989-12-29,2007,0,73,178,4,167,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:13:35.000000Z
sr:competitor:157456,,"ダヴィドヴィッチ・フォキーナ,アレハンドロ",スペイン,ESP,DAV,0,1999-06-05,2019,0,80,180,21,196,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:13:35.000000Z
sr:competitor:157672,,"ストラー,ファニー",ハンガリー,HUN,STO,1,1998-11-12,2015,0,,172,114,67,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:157754,,サバレンカ、アリナ,Neutral,,SAB,1,1998-05-05,2015,0,80,182,1,1,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:157808,,"ハリス,ロイド",南アフリカ,ZAF,HAR,0,1997-02-24,2015,0,80,193,31,108,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:15858,,"エリアス,ガスタオ",ポルトガル,PRT,ELI,0,1990-11-24,2008,0,76,183,57,151,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:158636,,"プリサカリュ,アンドリーア",ルーマニア,ROU,PRI,1,2000-02-09,,0,,,304,200,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:158896,,"フーカクス,ヒューバート",ポーランド,POL,HUR,0,1997-02-11,2015,0,81,196,9,30,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:158912,,"ヴァチェロット,ヴァレンティン",モナコ,MCO,VAC,0,1998-11-16,,0,,,257,476,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:15894,,"マナリーノ,アドリアン",フランス,FRA,MAN,0,1988-06-29,2004,1,79,180,22,73,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:160190,,"ハルトノ,アリアン",オランダ,NLD,HAR,1,1996-04-21,,0,,,139,123,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:160364,,"ジロアイエ,イローナ・ジョルジアーナ",ルーマニア,ROU,GHI,1,1998-03-28,,0,,,341,252,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:161038,,コザロフ・カタリナ,セルビア,SRB,KOZ,1,1998-05-01,,,,,302,288,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16120,,イスナー、ジョン,米国,USA,ISN,0,1985-04-26,2007,0,108,208,8,14,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:161262,,"セイボス・ワイルド,ティアゴ",ブラジル,BRA,SEY,0,2000-03-10,2018,0,77,183,74,197,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:161270,,"サルデン,ララ",ベルギー,BEL,SAL,1,1999-01-29,,0,,,246,199,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16192,,"マーチェンコ,イリア",ウクライナ,UKR,MAR,0,1987-09-08,2005,0,78,185,49,268,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16194,,"ゴジョウクジク,ペテル",ドイツ,DEU,GOJ,0,1989-07-15,2006,0,83,188,39,348,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16327,,"コピル,マリウス",ルーマニア,ROU,COP,0,1990-10-17,2008,0,87,193,56,182,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:163438,,"スン,ファジン",中国,CHN,SUN,0,1996-10-03,,0,75,178,351,204,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:163480,,"ブブリク,アレクサンダー",カザフスタン,KAZ,BUB,0,1997-06-17,2014,0,76,193,25,47,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:163504,,メドベージェフ、ダニール,Neutral,,MED,0,1996-02-11,2014,0,83,198,1,170,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:163528,,"ラヴァンゴ,エドアルド",イタリア,ITA,LAV,0,1998-07-27,,1,,,223,,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:163636,,"クレイン,ルーカス",スロバキア,SVK,KLE,0,1998-03-22,,0,85,193,133,240,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16375,,"エヴァンズ,ダニエル",グレートブリテン及び北アイルランド連合王国,GBR,EVA,0,1990-05-23,2006,0,75,175,21,52,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:163996,,"ウ,トゥン・リン",台湾,TPE,TUN,0,1998-05-12,,0,75,188,158,246,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:164684,,"タンディ, カーマン カウル",インド,IND,THA,1,1998-06-16,2015,0,61,183,196,180,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:164782,,"ビラルド,フェデリカ",イタリア,ITA,BIL,1,1999-07-06,,,,,428,425,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:165006,,"クリコワ,アナスタシア",フィンランド,FIN,KUL,1,2000-02-15,,1,,,179,,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:165866,,"ミヤザキ,ユリコ・リリー",グレートブリテン及び北アイルランド連合王国,GBR,MIY,1,1995-11-11,,0,,,138,223,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:166198,,"ストッダー,ティモ",ドイツ,DEU,STO,0,1996-05-17,,,,,257,274,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16683,,"ククシュキン,ミカイル",カザフスタン,KAZ,KUK,0,1987-12-26,2006,0,72,183,39,67,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16720,,バウティスタ・アグート、ロベルト,スペイン,ESP,BAU,0,1988-04-14,2005,0,75,183,9,169,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:167370,,"ムースヴォーリ,エミル",フィンランド,FIN,RUU,0,1999-04-02,2018,0,75,185,37,179,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16822,,"ラモス・バノーラス,アルベルト",スペイン,ESP,RAM,0,1988-01-17,2007,1,76,188,17,117,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:16833,,"ジアニッシ,アレッサンドロ",イタリア,ITA,GIA,0,1990-05-30,2008,1,82,185,84,171,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:168526,,"アプレトン,エミリー",グレートブリテン及び北アイルランド連合王国,GBR,APP,1,1999-09-01,,0,,,368,125,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:169486,,"オリビエル,ヘナーロ・アルベルト",アルゼンチン,ARG,OLI,0,1998-08-04,,0,,,131,304,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:169496,,"エチェベリー,トーマス・マルティン",アルゼンチン,ARG,ETC,0,1999-07-18,,0,82,196,30,205,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:17017,,"ドンスコイ,エヴゲニー",Neutral,,DON,0,1990-05-09,2007,0,75,185,65,161,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:17065,,"チャザル,マクシム",フランス,FRA,CHA,0,1993-04-24,2010,0,,,234,347,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:17080,,"トミク,バーナード",オーストラリア,AUS,TOM,0,1992-10-21,2008,0,91,196,17,114,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:170946,,"バーグス,ジゾウ",ベルギー,BEL,BER,0,1999-06-03,2017,0,83,185,112,265,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:172482,,"ドーガズ,アジズ",チュニジア,TUN,DOU,0,1997-03-26,,1,80,188,214,261,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:172590,,"バーレイジ,ジョディ・アナ",グレートブリテン及び北アイルランド連合王国,GBR,BUR,1,1999-05-28,,0,,,85,147,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:175014,,"ムーテ,コランタン",フランス,FRA,MOU,0,1999-04-19,2016,1,68,175,51,425,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:175070,,"フォニオ,ジオバンニ",イタリア,ITA,FON,0,1998-05-07,,0,80,183,274,416,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:177644,,"タカハシ,ユウスケ",日本,JPN,TAK,0,1997-10-17,2016,0,68,170,238,375,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:177686,,"バランコ・コサーノ,ハビエル",スペイン,ESP,BAR,0,1998-11-17,,1,80,175,247,258,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:179146,,"カリンスカヤ,アナ",Neutral,,KAL,1,1998-12-02,2015,0,,175,24,49,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:179300,,"リュ,クライア",米国,USA,LIU,1,2000-05-25,2015,0,,170,52,257,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:179628,,"ハリアク,ミカライ",Neutral,,HAL,0,1998-08-14,,0,,,366,421,1,2024-03-31T16:17:11.000000Z,2024-04-06T11:15:44.000000Z
sr:competitor:180446,,"ウェセルス,ルイス",ドイツ,DEU,WES,0,1998-08-27,,0,89,201,267,461,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18092,,"コックス, ダニエル",グレートブリテン及び北アイルランド連合王国,GBR,COX,0,1990-09-28,,0,,,206,309,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:181062,,"カン,レオニー",スイス,CHE,KUN,1,2000-10-21,,0,57,173,144,220,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18111,,ラオニッチ、ミロシュ,カナダ,CAN,RAO,0,1990-12-27,2008,0,98,196,3,103,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:182056,,"ローブ,アリス",フランス,FRA,ROB,1,2000-05-10,,,,,190,285,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18251,,"ウィリアム,ヴィーナス",米国,USA,WIL,1,1980-06-17,1994,0,72,185,1,1,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:182967,,"オオチ,マコト",日本,JPN,OCH,0,1996-05-03,,1,65,175,343,406,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18298,,"ズヴォナレワ,ヴェラ",Neutral,,ZVO,1,1984-09-07,2000,0,59,172,2,7,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:183861,,"バソルス・リベラ,マリーナ",スペイン,ESP,BAS,1,1999-12-13,2017,0,,164,105,194,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:185388,,"フンベルト,ウーゴ",フランス,FRA,HUM,0,1998-06-26,2016,1,72,188,20,361,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:185434,,"ロドリゲス・タベルナ,サンティアゴ・FA",アルゼンチン,ARG,ROD,0,1999-07-16,,0,,,157,160,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:186312,,"リバキナ,エレーナ",カザフスタン,KAZ,RYB,1,1999-06-17,2016,0,72,184,3,48,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:186629,,"キルキン,アージ",トルコ,TUR,KIR,0,1999-01-27,,0,,,270,322,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:186885,,"ハート,ニック",ドミニカ共和国,DOM,HAR,0,2000-09-20,,0,,,201,282,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18731,,"パジェク, タミラ",オーストリー,AUT,PAS,1,1990-12-06,2005,0,60,165,26,93,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18742,,"ヴォロドコ, カテリナ",ウクライナ,UKR,VOL,1,1986-08-08,2000,0,62,175,29,9,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:187689,,"ガラルノー,アレクシス",カナダ,CAN,GAL,0,1999-03-02,,0,79,180,162,311,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18808,,"コーネット,アリゼ",フランス,FRA,COR,1,1990-01-22,2006,0,60,173,11,59,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:188321,,"コヴァチェヴィッチ,アレクサンダー",米国,USA,KOV,0,1998-08-29,,0,,,101,254,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18910,,ウォズニアッキ、キャロライン,デンマーク,DNK,WOZ,1,1990-07-11,2005,0,58,177,1,52,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18919,,"レプチェンコ,バルバラ",米国,USA,LEP,1,1986-05-21,2001,1,70,180,19,40,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:189384,,"クランバイェワ,ズィベック",カザフスタン,KAZ,KUL,1,2000-03-26,,0,,,414,139,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:18977,,"カネピ,カイア",エストニア,EST,KAN,1,1985-06-10,2000,0,74,181,15,106,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19017,,"アザレンカ,ヴィクトリア",Neutral,,AZA,1,1989-07-31,2003,0,67,183,1,7,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:190882,,"アイアバ,デスタニー",オーストラリア,AUS,AIA,1,2000-05-10,2015,0,70,175,147,137,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:191364,,"ビセンス・マス,ローサ",スペイン,ESP,VIC,1,2000-06-25,,0,,,175,285,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19202,,"エラーニ,サラ",イタリア,ITA,ERR,1,1987-04-29,2002,0,58,164,5,1,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:192108,,ヤストレムスカ、ダイアナ,ウクライナ,UKR,YAS,1,2000-05-15,2015,0,63,175,21,82,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:192130,,"ブリンコワ,アナ",Neutral,,BLI,1,1998-09-10,2015,0,70,179,34,45,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19237,,"リシツキ,サビン",ドイツ,DEU,LIS,1,1989-09-22,2004,0,70,178,12,35,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19329,,"ラドワンスカ,ウルスラ",ポーランド,POL,RAD,1,1990-12-07,2005,0,57,177,29,74,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:194572,,"ダートロン,エメリーン",フランス,FRA,DAR,1,2000-04-12,,,,,364,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:194668,,"ウェンガー,ダミアン",スイス,CHE,WEN,0,2000-03-17,,0,,,363,259,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:194690,,"マテアス,マリア",米国,USA,MAT,1,1999-07-21,,0,,,265,193,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19520,,"マリア,タトジャマ",ドイツ,DEU,MAR,1,1987-08-08,2006,0,62,172,42,54,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:195408,,"シミズ,アヤノ",日本,JPN,SHI,1,1998-04-11,2015,0,58,162,175,145,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:195458,,"アデッド,ダン",フランス,FRA,ADD,0,1999-04-13,,0,,,240,77,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19546,,"カヴリュチェンコワ,アナスタシア",Neutral,,PAV,1,1991-07-03,2005,0,72,177,11,21,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19578,,ケルバー、アンゲリク,ドイツ,DEU,KER,1,1988-01-18,2003,1,68,173,1,103,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:195800,,"オジェ アリアシム、フェリックス",カナダ,CAN,AUG,0,2000-08-08,2017,0,88,193,6,60,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19610,,"ブレングレ,マディソン",米国,USA,BRE,1,1990-04-03,2007,0,60,168,35,86,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:196440,,"デラヴェドワ,マシュー",オーストラリア,AUS,DEL,0,2000-05-30,,0,,,,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19704,,マルティッチ、ペトラ,クロアチア,HRV,MAR,1,1991-01-19,2008,0,63,181,14,49,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19728,,"シルテア,ソラーナ",ルーマニア,ROU,CIR,1,1990-04-07,2006,0,59,176,21,35,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:197674,,"ダマス,ミゲル",スペイン,ESP,DAM,0,1999-12-21,,,,,412,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19788,,セバストワ、アナスタシヤ,ラトビア,LVA,SEV,1,1990-04-13,2006,0,65,169,11,56,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19836,,クビトバ、ペトラ,チェコ,CZE,KVI,1,1990-03-08,2006,1,70,182,2,196,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19847,,"ルス,アランチャ",オランダ,NLD,RUS,1,1990-12-13,2007,1,65,180,41,56,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:198488,,"ジョーンズ,フランチェスカ",グレートブリテン及び北アイルランド連合王国,GBR,JON,1,2000-09-19,,0,,,149,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:19876,,"ウィクマイヤ,ヤニーナ",ベルギー,BEL,WIC,1,1989-10-20,2004,0,68,182,12,61,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:25:04.000000Z
sr:competitor:199196,,"サンチェス・イスキエルド,ニコラス",スペイン,ESP,SAI,0,1999-03-15,,0,,,238,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:19932,,"ムハンマド,アシア",米国,USA,MUH,1,1991-04-04,2006,0,66,178,124,26,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:19957,,"ヘルコグ,ポローナ",スロベニア,SVN,HER,1,1991-01-20,2006,0,70,185,35,56,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:200197,,"キヴァツェフ,キリル",Neutral,,KIV,0,1997-10-10,,0,80,193,479,418,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:200261,,"ウー, イービン",中国,CHN,YIB,0,1999-10-14,2017,0,80,183,54,295,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:200615,,"ベルベロヴィッチ,ネフィサ",ボスニア・ヘルツェゴビナ,BIH,BER,1,1999-07-03,,0,,,221,454,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:202361,,"オリエル,イシャイ",イスラエル,ISR,OLI,0,2000-01-05,,1,,,305,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:202363,,"サン, ルル",スイス,CHE,SUN,1,2001-04-14,,1,,,151,318,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:202623,,"ザヴァツカ,カタリーナ",ウクライナ,UKR,ZAV,1,2000-02-05,2015,0,63,173,103,337,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:202627,,"マダラス,ドラゴス・ニコライ",スウェーデン,SWE,MAD,0,1997-09-12,,1,,,191,420,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:202795,,"ヴィスメイン,ダニエラ",ラトビア,LVA,VIS,1,2000-08-10,,0,,,228,162,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:20354,,"ブユカッケイ,カグラ",トルコ,TUR,BUY,1,1989-09-28,2005,0,58,172,60,111,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:203681,,"コルダ,セバスティアン",米国,USA,KOR,0,2000-07-05,,0,,,23,176,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:203893,,"クツモバ, アネタ",チェコ,CZE,KUC,1,2000-05-23,,0,,,358,270,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:204117,,"ウーゴ・カラベッリ,カミーロ",アルゼンチン,ARG,UGO,0,1999-06-17,,0,83,185,96,232,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:204847,,"カネフ,カトリーン",ドイツ,DEU,KAN,1,2000-07-28,,,,,368,491,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:205633,,"ジュヴァン,カジャ",スロベニア,SVN,JUV,1,2000-11-25,2016,0,58,170,58,97,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:205767,,"クレトゥ,セザール （ROU）",ルーマニア,ROU,CRE,0,2001-04-24,,0,,,352,339,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:205773,,"サンチェス・ホベール,カルロス",スペイン,ESP,SAN,0,2000-07-21,,1,,,329,405,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:206753,,"ナウ,ハゼム",シリア,SYR,NAW,0,2000-01-01,,0,,,,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:206879,,"エウバンクス,クリストファー",米国,USA,EUB,0,1996-05-05,2017,0,82,201,29,182,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:206949,,"ホンタマ,マイ",日本,JPN,HON,1,1999-08-30,,0,,,106,109,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:20732,,プリスコバ、カロリナ,チェコ,CZE,PLI,1,1992-03-21,2009,0,72,186,1,11,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:208017,,"マリスタニー・ズレータ・デ・ペアレス,ジオマール",スペイン,ESP,MAR,1,1999-02-19,,0,,,253,287,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:208105,,"アランゴ,エミリアーナ",コロンビア,COL,ARA,1,2000-11-28,2016,0,,,109,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:208125,,"リアン,エン・シュオ",台湾,TPE,LIA,1,2000-10-02,,0,,158,150,147,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:208181,,"ハトウカ,ユリア",Neutral,,HAT,1,2000-04-24,,0,,,180,384,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:210502,,"コップ,サンドロ",オーストリー,AUT,KOP,0,2000-05-26,,,,,386,352,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:210526,,"コプリワ,ヴィット",チェコ,CZE,KOP,0,1997-06-15,,0,69,178,111,261,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:210558,,"ジョージ,フランシスカ",ポルトガル,PRT,JOR,1,2000-04-21,,0,,,190,123,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:210592,,リベイロ・エドゥアルド,ブラジル,BRA,RIB,0,1998-03-17,,,,,316,299,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:210716,,"ラメンス,スーザン",オランダ,NLD,LAM,1,1999-07-05,,0,,,153,183,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:211038,,"ヴァルクス,メイト",ハンガリー,HUN,VAL,0,1998-08-13,,0,75,183,204,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:211262,,"ダニロヴィッチ,オルガ",セルビア,SRB,DAN,1,2001-01-23,2016,1,77,182,93,104,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:212004,,"ロディオノフ,ジュリジ",オーストリー,AUT,ROD,0,1999-05-16,2017,1,86,191,100,268,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:213140,,"レネ,エマ",フランス,FRA,LEN,1,1999-07-15,,,,,384,423,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:213170,,"ブランチェト,ウーゴ",フランス,FRA,BLA,0,1999-01-05,,,,,191,422,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
